local_path,obs_key,size,status,message
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\ciphers\__init__.py,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/ciphers/__init__.py,680,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\command_context.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/command_context.cpython-313.pyc,1864,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\main_parser.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/main_parser.cpython-313.pyc,4994,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\cmdoptions.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/cmdoptions.cpython-313.pyc,31927,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\parser.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/parser.cpython-313.pyc,15372,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\serialization\ssh.py,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/serialization/ssh.py,53700,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\__pycache__\poly1305.cpython-313.pyc,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/__pycache__/poly1305.cpython-313.pyc,437,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\req_command.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/req_command.cpython-313.pyc,12904,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\__pycache__\_cipheralgorithm.cpython-313.pyc,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/__pycache__/_cipheralgorithm.cpython-313.pyc,2515,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/__pycache__/__init__.cpython-313.pyc,197,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\status_codes.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/status_codes.cpython-313.pyc,369,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\kdf\scrypt.py,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/kdf/scrypt.py,590,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\__pycache__\_serialization.cpython-313.pyc,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/__pycache__/_serialization.cpython-313.pyc,7365,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\hazmat\primitives\__pycache__\keywrap.cpython-313.pyc,test_0312/.venv/Lib/site-packages/cryptography/hazmat/primitives/__pycache__/keywrap.cpython-313.pyc,7516,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/__init__.cpython-313.pyc,269,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\base.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/base.cpython-313.pyc,2897,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\install.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/install.cpython-313.pyc,29746,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/__init__.cpython-313.pyc,4116,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\installed.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/installed.cpython-313.pyc,1748,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\list.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/list.cpython-313.pyc,16959,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\wheel.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/wheel.cpython-313.pyc,2337,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\sdist.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/sdist.cpython-313.pyc,8625,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/__init__.cpython-313.pyc,257,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\format_control.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/format_control.cpython-313.pyc,4250,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\index\__pycache__\sources.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/index/__pycache__/sources.cpython-313.pyc,12747,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\wheel.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/wheel.cpython-313.pyc,7460,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\__pycache__\download.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/network/__pycache__/download.cpython-313.pyc,12834,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\index\__pycache__\package_finder.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/index/__pycache__/package_finder.cpython-313.pyc,40919,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\locations\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/locations/__pycache__/__init__.cpython-313.pyc,16129,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\metadata\__pycache__\_json.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/metadata/__pycache__/_json.cpython-313.pyc,3006,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\locations\__pycache__\base.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/locations/__pycache__/base.cpython-313.pyc,3762,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/__init__.cpython-313.pyc,957,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_envs.py,test_0312/.venv/Lib/site-packages/pip/_internal/metadata/importlib/_envs.py,5297,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\index.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/index.cpython-313.pyc,1759,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_compat.py,test_0312/.venv/Lib/site-packages/pip/_internal/metadata/importlib/_compat.py,2796,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\scheme.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/scheme.cpython-313.pyc,1061,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\selection_prefs.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/selection_prefs.cpython-313.pyc,1824,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_dists.py,test_0312/.venv/Lib/site-packages/pip/_internal/metadata/importlib/_dists.py,8279,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\__pycache__\auth.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/network/__pycache__/auth.cpython-313.pyc,22556,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\index\__pycache__\collector.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/index/__pycache__/collector.cpython-313.pyc,21827,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\installation_report.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/installation_report.cpython-313.pyc,2371,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\__pycache__\lazy_wheel.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/network/__pycache__/lazy_wheel.cpython-313.pyc,11496,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\candidate.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/candidate.cpython-313.pyc,1656,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\link.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/link.cpython-313.pyc,27144,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\metadata\__pycache__\base.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/metadata/__pycache__/base.cpython-313.pyc,34634,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\locations\__pycache__\_sysconfig.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/locations/__pycache__/_sysconfig.cpython-313.pyc,8126,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\build_tracker.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/build_tracker.py,4774,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\__pycache__\session.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/network/__pycache__/session.cpython-313.pyc,19192,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\prepare.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/operations/__pycache__/prepare.cpython-313.pyc,26707,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\target_python.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/target_python.cpython-313.pyc,4825,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/network/__pycache__/__init__.cpython-313.pyc,245,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\metadata.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/metadata.py,1421,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\check.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/operations/__pycache__/check.cpython-313.pyc,7213,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/operations/__pycache__/__init__.cpython-313.pyc,191,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\direct_url.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/direct_url.cpython-313.pyc,10993,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\wheel.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/wheel.py,1075,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_dependency_group.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/req/__pycache__/req_dependency_group.cpython-313.pyc,4093,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\metadata\importlib\__init__.py,test_0312/.venv/Lib/site-packages/pip/_internal/metadata/importlib/__init__.py,135,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\__init__.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/__init__.py,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\__pycache__\utils.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/network/__pycache__/utils.cpython-313.pyc,2289,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_set.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/req/__pycache__/req_set.cpython-313.pyc,5607,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\__pycache__\cache.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/network/__pycache__/cache.cpython-313.pyc,7193,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_legacy.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/wheel_legacy.py,3620,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/install/editable_legacy.py,1282,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\install\__init__.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/install/__init__.py,50,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\index\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/index/__pycache__/__init__.cpython-313.pyc,223,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__pycache__\search_scope.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/models/__pycache__/search_scope.cpython-313.pyc,5101,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_legacy.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/metadata_legacy.py,2189,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\req\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/req/__pycache__/__init__.cpython-313.pyc,4133,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/base.py,5023,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/found_candidates.py,6000,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\req\__pycache__\constructors.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/req/__pycache__/constructors.cpython-313.pyc,21535,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/legacy/__init__.py,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/install/wheel.py,27553,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_install.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/req/__pycache__/req_install.cpython-313.pyc,39340,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/provider.py,11190,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\metadata\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/metadata/__pycache__/__init__.cpython-313.pyc,6624,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/legacy/resolver.py,24068,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/metadata_editable.py,1509,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/build/wheel_editable.py,1417,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/candidates.py,20241,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/reporter.py,3260,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/requirements.py,8065,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_file.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/req/__pycache__/req_file.cpython-313.pyc,24603,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_uninstall.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/req/__pycache__/req_uninstall.cpython-313.pyc,32830,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/factory.py,32668,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/resolver.py,12785,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\__pycache__\base.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/__pycache__/base.cpython-313.pyc,1241,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/__init__.py,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\deprecation.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/deprecation.cpython-313.pyc,4235,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\egg_link.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/egg_link.cpython-313.pyc,3206,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\virtualenv.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/virtualenv.cpython-313.pyc,4461,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\entrypoints.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/entrypoints.cpython-313.pyc,4180,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\urls.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/urls.cpython-313.pyc,2121,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\appdirs.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/appdirs.cpython-313.pyc,2489,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\filesystem.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/filesystem.cpython-313.pyc,7427,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\resolution\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/resolution/__pycache__/__init__.cpython-313.pyc,191,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\direct_url_helpers.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/direct_url_helpers.cpython-313.pyc,3625,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\subprocess.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/subprocess.cpython-313.pyc,8859,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\wheel.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/wheel.cpython-313.pyc,5878,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\vcs\__pycache__\git.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/vcs/__pycache__/git.cpython-313.pyc,19410,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\glibc.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/glibc.cpython-313.pyc,2441,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\setuptools_build.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/setuptools_build.cpython-313.pyc,4608,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\vcs\__pycache__\mercurial.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/vcs/__pycache__/mercurial.cpython-313.pyc,7592,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\misc.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/misc.cpython-313.pyc,33467,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\_log.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/_log.cpython-313.pyc,1905,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\retry.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/retry.cpython-313.pyc,2101,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\filetypes.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/filetypes.cpython-313.pyc,1156,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\temp_dir.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/temp_dir.cpython-313.pyc,12128,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\logging.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/logging.cpython-313.pyc,14517,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\compat.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/compat.cpython-313.pyc,2924,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\packaging.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/packaging.cpython-313.pyc,1859,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\vcs\__pycache__\bazaar.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/vcs/__pycache__/bazaar.cpython-313.pyc,5130,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\__init__.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/__init__.cpython-313.pyc,186,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\cache.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/cache.cpython-313.pyc,3922,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\wrapper.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/wrapper.cpython-313.pyc,1689,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\hashes.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/hashes.cpython-313.pyc,7723,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\__pycache__\unpacking.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/utils/__pycache__/unpacking.cpython-313.pyc,13763,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__\_implementation.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_vendor/dependency_groups/__pycache__/_implementation.cpython-313.pyc,9643,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\package_data.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/__pycache__/package_data.cpython-313.pyc,212,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\filewrapper.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_vendor/cachecontrol/__pycache__/filewrapper.cpython-313.pyc,4428,SUCCESS,
